title,ingredients,instructions,food_types,description,average_rating,minutes,n_ingredients,n_steps,score
sneaky  chocolate zucchini cupcakes kids love,"butter, sugar, eggs, vanilla extract, all-purpose flour, baking cocoa, baking soda, salt, plain yogurt, zucchini, carrot, chocolate frosting","in a large bowl , cream butter and sugar until light and fluffy. add eggs one at a time , beating well after each addition. stir in vanilla. combine the flour , baking cocoa , baking powder , baking soda and salt. add tot he creamed mixture alternately with the yogurt , beating well after each addition. fold in zucchini and carrots. fill paper-lined muffin cups 2 / 3 full. bake at 350 degrees for 18 - 22 minutes or until a toothpick comes out clean. cool for 10 minutes before removing from pans to wire racks to cool completely. once cool frost cupcales and enjoy !",Non-Veg dessert,"these little gems look like a bite of chocolate heaven - even to me!!  i know they will satisfy my little guy - who is on an anti-veggie kick at the moment.  makes me think of the decadent chocolate frosted cake from school daze that had beets in it - every kid's nightmare.  couldn't believe it when i saw the recipe as a kid.  oh, well.  get 'em in there any way you can mommy....until they get over the yuck phase.  this too shall pass!  and with these cupcakes, it looks like our secret is safe!!",4.0,45,12,10,4.153887144
so i cheated  refrigerator dills,"dill pickle, onion, cayenne, garlic cloves, vinegar, canning salt, water, dill",remove pickles from jar and discard juice. put some dill in bottom of empty pickly jar. slice pickles into circles and add to jar along with onion and garlic cloves. top jar with remaining dill. boil vinegar salt and water and pour over pickles in jar. replace jar top and let cool. store in refrigerator,Veg,"ya so it is kinda cheating- but these come out so good everytime. fast, simple and easy. just don't tell 'em you cheated! they keep for 6 months in the fridge but always disappear faster than that! a family recipe here in tx.",2.75,20,8,7,3.548123037
soft as wonder   white bread,"water, salt, margarine, honey, all-purpose flour, powdered milk, sugar, bread machine yeast","add ingredients in order given. select dough cycle. when done , take out dough and on a floured surface , shape into loaf and place in loaf pan. let rise in a warm place for approximately 40 minutes until doubled in size. bake on centre rack of preheated 350 degree oven for 25-30 minutes. cool on wire rack before slicing",Veg dessert,"this is my standard loaf of white bread, good for anything.  very soft.  i mix it in the bread machine then bake it in the oven.
as with all my bread, i let it cool and then slice the whole loaf and put in a freezer bag and freeze and then i can take whatever i need out and have fresh bread. this does not include machine and rising time.",4.48,30,8,6,4.470092302
soft serve  vanilla ice cream,"milk, vanilla instant pudding mix, sugar, cool whip, vanilla flavoring","place milk in electric mixing bowl. make pudding according to directions on box. add pudding & sugar to mixer , blend well. add cool whip and vanilla to mixer , blend well. pour mixture into 1 gallon ice cream maker",Veg dessert,"very similar to soft serve ice cream found at restaurants, fast food places and various stores.

you may need to change the amounts based on the size of your ice cream maker/turner!",3.666666667,27,5,5,3.93849843
souped up  veggie dip,"knorr vegetable soup mix, sour cream, tabasco sauce",mix together and dip dip dip !,Healthy,"""souper"" fast and easy dip that always gets complimented!
with only 3 ingredients it's impossible to mess up!",4.75,2,3,1,4.548123037
starbucks  oat fudge bars,"sugar, brown sugar, butter, eggs, flour, baking soda, oats, sweetened condensed milk, chocolate chips, vanilla","cream butter , sugar and eggs. mix flour , soda and oats and add slowly to creamed mixture. spread 3 / 4 of this into 9x13 pan. melt remaining ingredients in a saucepan and pour over dough in pan. blob the remaining oat mixture on top. bake at 350 for 25 minutes",Non-Veg dessert,i am always tempted to buy these at starbucks so when a friend brought these to a cookie exchange i was quite excited!,4.928571429,45,10,6,4.799165794
subway  white chocolate macadamia nut cookies,"butter, brown sugar, granulated sugar, eggs, vanilla, unbleached white flour, baking soda, salt, white chocolate chips, macadamia nuts","make sure the oven keeps the right temperature. the cookies may need a minute or two more or less than stated. preheat oven to 350 degrees f. line baking sheets with parchment paper. measure flour , baking soda and salt in a large bowl and blend together. set aside. in a large mixing bowl , preferably a heavy-duty mixer , and using the paddle or beater attachment , beat butter until creamy. add brown sugar and beat again. scrape down the bowl and add the granualted sugar. beat until fluffy. add eggs one at a time , beating after each addition. add vanilla , beat and scrape again. on low speed , add flour mixture 2 cups at a time , and mix well. mix in white chocolate and macadamia nuts. mix only until blended. using a cookie scoop , place dough on prepared baking sheets , spacing evenly to allow for spreading. bake at 350 degrees for 10-12 minutes or until lightly browned. do not over bake these cookies. they continue to bake for a few minutes after they are removed from the oven. transfer to cooling racks. store in air tight container or plastic bag to stay soft and moist. makes 48 warm and gooey cookies",Non-Veg dessert,everyone loves these cookies from subway.. i played around at home til i got a cookie that has the same great taste and soft texture,3.538461538,20,10,22,3.728528488
sweet dreams  shake,"milk, banana, honey",mix all ingredients in a blender until well blended. serve immediately,Veg,"my sister received this recipe from a friend, because she was having trouble falling asleep at night. the friend told my sister if she drank this shake before going to bed, it would help her fall asleep. my sister swears by it! i don't have trouble falling asleep, so i can't say if it really works, but it taste great! :)",4.888888889,10,3,2,4.721921869
swiss  round steak with onion gravy,"round steaks, flour, salt, pepper, oil, onion, garlic cloves, beef broth","cut round steak into 6 serving size pieces. on a cutting board , dredge pieces with flour , salt and pepper. pound flour into the meat with a meat mallet. turn pieces , dredge , and pound until they can't hold any more flour. in a large non-stick skillet , heat oil and brown steak pieces on both sides. place in a covered casserole. add onions and garlic to the skillet. saute until onions are limp. place onions and garlic over steak pieces in casserole dish. add enough beef broth to barely cover meat. the flour from the meat will thicken the broth as it bakes and will make its own gravy. bake at 300f for 2 hours or until fork-tender. serve over noodles or mashed potatoes",Non-veg,"we always called this ""salisbury steak"", but it does not have tomatoes. comfort food at it's best...",4.616666667,150,8,13,4.59976538
the frugal gourmet s  southern barbecue sauce,"beef broth, tomato paste, salt, granulated sugar, brown sugar, prepared yellow mustard, white vinegar, liquid smoke, worcestershire sauce, crushed red pepper flakes, chili powder","combine all ingredients in a large saucepan. simmer slowly uncovered , stirring occasionally , until thickened",Veg dessert,"this is the only barbecue sauce i use for ""pulled pork"" barbecue. from jeff smith's first cookbook, ""the frugal gourmet"", 1984  one recipe is enough for about 10 lbs. of meat.  it keeps well in a jar in the fridge.   if you don't have liquid smoke, try adding some smoked paprika.",3.571428571,100,11,2,3.85318039
three cheese  cheese ball,"cream cheese, cheddar cheese, milk, black pepper, worcestershire sauce, blue cheese, garlic, nuts",mix all ingredients thoroughly. divide mixture in half and place each half on a sheet of plastic wrap. draw up the sides of the plastic wrap tightly around each ball and firmly secure. refrigerate 6-8 hours or until firm. remove plastic wrap and roll in nuts before serving,Veg,"great for parties and superbowl get-togethers. serve with crackers, bagel chips, or vegetable sticks. prep time includes time to chill cheese ball.",4.75,375,8,5,4.548123037
